2017-01-03,19881.7600
2017-01-04,19942.1600
2017-01-05,19899.2900
2017-01-06,19963.8000
2017-01-09,19887.3800
2017-01-10,19855.5300
2017-01-11,19954.2800
2017-01-12,19891.0000
2017-01-13,19885.7300
2017-01-17,19826.7700
2017-01-18,19804.7200
2017-01-19,19732.4000
2017-01-20,19827.2500
2017-01-23,19799.8500
2017-01-24,19912.7100
2017-01-25,20068.5100
2017-01-26,20100.9100
2017-01-27,20093.7800
2017-01-30,19971.1300
2017-01-31,19864.0900
2017-02-01,19890.9400
2017-02-02,19884.9100
2017-02-03,20071.4600
2017-02-06,20052.4200
2017-02-07,20090.2900
2017-02-08,20054.3400
2017-02-09,20172.4000
2017-02-10,20269.3700
2017-02-13,20412.1600
2017-02-14,20504.4100
2017-02-15,20611.8600
2017-02-16,20619.7700
2017-02-17,20624.0500
2017-02-21,20743.0000
2017-02-22,20775.6000
2017-02-23,20810.3200
2017-02-24,20821.7600
2017-02-27,20837.4400
2017-02-28,20812.2400
2017-03-01,21115.5500
2017-03-02,21002.9700
2017-03-03,21005.7100
2017-03-06,20954.3400
2017-03-07,20924.7600
2017-03-08,20855.7300
2017-03-09,20858.1900
2017-03-10,20902.9800
2017-03-13,20881.4800
2017-03-14,20837.3700
2017-03-15,20950.1000
2017-03-16,20934.5500
2017-03-17,20914.6200
2017-03-20,20905.8600
2017-03-21,20668.0100
2017-03-22,20661.3000
2017-03-23,20656.5800
2017-03-24,20596.7200
2017-03-27,20550.9800
2017-03-28,20701.5000
2017-03-29,20659.3200
2017-03-30,20728.4900
2017-03-31,20663.2200
2017-04-03,20650.2100
2017-04-04,20689.2400
2017-04-05,20648.1500
2017-04-06,20662.9500
2017-04-07,20656.1000
2017-04-10,20658.0200
2017-04-11,20651.3000
2017-04-12,20591.8600
2017-04-13,20453.2500
2017-04-17,20636.9200
2017-04-18,20523.2800
2017-04-19,20404.4900
2017-04-20,20578.7100
2017-04-21,20547.7600
2017-04-24,20763.8900
2017-04-25,20996.1200
2017-04-26,20975.0900
2017-04-27,20981.3300
2017-04-28,20940.5100
2017-05-01,20913.4600
2017-05-02,20949.8900
2017-05-03,20957.9000
2017-05-04,20951.4700
2017-05-05,21006.9400
2017-05-08,21012.2800
2017-05-09,20975.7800
2017-05-10,20943.1100
2017-05-11,20919.4200
2017-05-12,20896.6100
2017-05-15,20981.9400
2017-05-16,20979.7500
2017-05-17,20606.9300
2017-05-18,20663.0200
2017-05-19,20804.8400
2017-05-22,20894.8300
2017-05-23,20937.9100
2017-05-24,21012.4200
2017-05-25,21082.9500
2017-05-26,21080.2800
2017-05-30,21029.4700
2017-05-31,21008.6500
2017-06-01,21144.1800
2017-06-02,21206.2900
2017-06-05,21184.0400
2017-06-06,21136.2300
2017-06-07,21173.6900
2017-06-08,21182.5300
2017-06-09,21271.9700
2017-06-12,21235.6700
2017-06-13,21328.4700
2017-06-14,21374.5600
2017-06-15,21359.9000
2017-06-16,21384.2800
2017-06-19,21528.9900
2017-06-20,21467.1400
2017-06-21,21410.0300
2017-06-22,21397.2900
2017-06-23,21394.7600
2017-06-26,21409.5500
2017-06-27,21310.6600
2017-06-28,21454.6100
2017-06-29,21287.0300
2017-06-30,21349.6300
2017-07-03,21479.2700
2017-07-05,21478.1700
2017-07-06,21320.0400
2017-07-07,21414.3400
2017-07-10,21408.5200
2017-07-11,21409.0700
2017-07-12,21532.1400
2017-07-13,21553.0900
2017-07-14,21637.7400
2017-07-17,21629.7200
2017-07-18,21574.7300
2017-07-19,21640.7500
2017-07-20,21611.7800
2017-07-21,21580.0700
2017-07-24,21513.1700
2017-07-25,21613.4300
2017-07-26,21711.0100
2017-07-27,21796.5500
2017-07-28,21830.3100
2017-07-31,21891.1200
2017-08-01,21963.9200
2017-08-02,22016.2400
2017-08-03,22026.1000
2017-08-04,22092.8100
2017-08-07,22118.4200
2017-08-08,22085.3400
2017-08-09,22048.7000
2017-08-10,21844.0100
2017-08-11,21858.3200
2017-08-14,21993.7100
2017-08-15,21998.9900
2017-08-16,22024.8700
2017-08-17,21750.7300
2017-08-18,21674.5100
2017-08-21,21703.7500
2017-08-22,21899.8900
2017-08-23,21812.0900
2017-08-24,21783.4000
2017-08-25,21813.6700
2017-08-28,21808.4000
2017-08-29,21865.3700
2017-08-30,21892.4300
2017-08-31,21948.1000
2017-09-01,21987.5600
2017-09-05,21753.3100
2017-09-06,21807.6400
2017-09-07,21784.7800
2017-09-08,21797.7900
2017-09-11,22057.3700
2017-09-12,22118.8600
2017-09-13,22158.1800
2017-09-14,22203.4800
2017-09-15,22268.3400
2017-09-18,22331.3500
2017-09-19,22370.8000
2017-09-20,22412.5900
2017-09-21,22359.2300
2017-09-22,22349.5900
2017-09-25,22296.0900
2017-09-26,22284.3200
2017-09-27,22340.7100
2017-09-28,22381.2000
2017-09-29,22405.0900
2017-10-02,22557.6000
2017-10-03,22641.6700
2017-10-04,22661.6400
2017-10-05,22775.3900
2017-10-06,22773.6700
2017-10-09,22761.0700
2017-10-10,22830.6800
2017-10-11,22872.8900
2017-10-12,22841.0100
2017-10-13,22871.7200
2017-10-16,22956.9600
2017-10-17,22997.4400
2017-10-18,23157.6000
2017-10-19,23163.0400
2017-10-20,23328.6300
2017-10-23,23273.9600
2017-10-24,23441.7600
2017-10-25,23329.4600
2017-10-26,23400.8600
2017-10-27,23434.1900
2017-10-30,23348.7400
2017-10-31,23377.2400
2017-11-01,23435.0100
2017-11-02,23516.2600
2017-11-03,23539.1900
2017-11-06,23548.4200
2017-11-07,23557.2300
2017-11-08,23563.3600
2017-11-09,23461.9400
2017-11-10,23422.2100
2017-11-13,23439.7000
2017-11-14,23409.4700
2017-11-15,23271.2800
2017-11-16,23458.3600
2017-11-17,23358.2400
2017-11-20,23430.3300
2017-11-21,23590.8300
2017-11-22,23526.1800
2017-11-24,23557.9900
2017-11-27,23580.7800
2017-11-28,23836.7100
2017-11-29,23940.6800
2017-11-30,24272.3500
2017-12-01,24231.5900
2017-12-04,24290.0500
2017-12-05,24180.6400
2017-12-06,24140.9100
2017-12-07,24211.4800
2017-12-08,24329.1600
2017-12-11,24386.0300
2017-12-12,24504.8000
2017-12-13,24585.4300
2017-12-14,24508.6600
2017-12-15,24651.7400
2017-12-18,24792.2000
2017-12-19,24754.7500
2017-12-20,24726.6500
2017-12-21,24782.2900
2017-12-22,24754.0600
2017-12-26,24746.2100
2017-12-27,24774.3000
2017-12-28,24837.5100
2017-12-29,24719.2200
2018-01-02,24824.0100
2018-01-03,24922.6800
2018-01-04,25075.1300
2018-01-05,25295.8700
2018-01-08,25283.0000
2018-01-09,25385.8000
2018-01-10,25369.1300
2018-01-11,25574.7300
2018-01-12,25803.1900
2018-01-16,25792.8600
2018-01-17,26115.6500
2018-01-18,26017.8100
2018-01-19,26071.7200
2018-01-22,26214.6000
2018-01-23,26210.8100
2018-01-24,26252.1200
2018-01-25,26392.7900
2018-01-26,26616.7100
2018-01-29,26439.4800
2018-01-30,26076.8900
2018-01-31,26149.3900
2018-02-01,26186.7100
2018-02-02,25520.9600
2018-02-05,24345.7500
2018-02-06,24912.7700
2018-02-07,24893.3500
2018-02-08,23860.4600
2018-02-09,24190.9000
2018-02-12,24601.2700
2018-02-13,24640.4500
2018-02-14,24893.4900
2018-02-15,25200.3700
2018-02-16,25219.3800
2018-02-20,24964.7500
2018-02-21,24797.7800
2018-02-22,24962.4800
2018-02-23,25309.9900
2018-02-26,25709.2700
2018-02-27,25410.0300
2018-02-28,25029.2000
2018-03-01,24608.9800
2018-03-02,24538.0600
2018-03-05,24874.7600
2018-03-06,24884.1200
2018-03-07,24801.3600
2018-03-08,24895.2100
2018-03-09,25335.7400
2018-03-12,25178.6100
2018-03-13,25007.0300
2018-03-14,24758.1200
2018-03-15,24873.6600
2018-03-16,24946.5100
2018-03-19,24610.9100
2018-03-20,24727.2700
2018-03-21,24682.3100
2018-03-22,23957.8900
2018-03-23,23533.2000
2018-03-26,24202.6000
2018-03-27,23857.7100
2018-03-28,23848.4200
2018-03-29,24103.1100
2018-04-02,23644.1900
2018-04-03,24033.3600
2018-04-04,24264.3000
2018-04-05,24505.2200
2018-04-06,23932.7600
2018-04-09,23979.1000
2018-04-10,24408.0000
2018-04-11,24189.4500
2018-04-12,24483.0500
2018-04-13,24360.1400
2018-04-16,24573.0400
2018-04-17,24786.6300
2018-04-18,24748.0700
2018-04-19,24664.8900
2018-04-20,24462.9400
2018-04-23,24448.6900
2018-04-24,24024.1300
2018-04-25,24083.8300
2018-04-26,24322.3400
2018-04-27,24311.1900
2018-04-30,24163.1500
2018-05-01,24099.0500
2018-05-02,23924.9800
2018-05-03,23930.1500
2018-05-04,24262.5100
2018-05-07,24357.3200
2018-05-08,24360.2100
2018-05-09,24542.5400
2018-05-10,24739.5300
2018-05-11,24831.1700
2018-05-14,24899.4100
2018-05-15,24706.4100
2018-05-16,24768.9300
2018-05-17,24713.9800
2018-05-18,24715.0900
2018-05-21,25013.2900
2018-05-22,24834.4100
2018-05-23,24886.8100
2018-05-24,24811.7600
2018-05-25,24753.0900
2018-05-29,24361.4500
2018-05-30,24667.7800
2018-05-31,24415.8400
2018-06-01,24635.2100
2018-06-04,24813.6900
2018-06-05,24799.9800
2018-06-06,25146.3900
2018-06-07,25241.4100
2018-06-08,25316.5300
2018-06-11,25322.3100
2018-06-12,25320.7300
2018-06-13,25201.2000
2018-06-14,25175.3100
2018-06-15,25090.4800
2018-06-18,24987.4700
2018-06-19,24700.2100
2018-06-20,24657.8000
2018-06-21,24461.7000
2018-06-22,24580.8900
2018-06-25,24252.8000
2018-06-26,24283.1100
2018-06-27,24117.5900
2018-06-28,24216.0500
2018-06-29,24271.4100
2018-07-02,24307.1800
2018-07-03,24174.8200
2018-07-05,24356.7400
2018-07-06,24456.4800
2018-07-09,24776.5900
2018-07-10,24919.6600
2018-07-11,24700.4500
2018-07-12,24924.8900
2018-07-13,25019.4100
2018-07-16,25064.3600
2018-07-17,25119.8900
2018-07-18,25199.2900
2018-07-19,25064.5000
2018-07-20,25058.1200
2018-07-23,25044.2900
2018-07-24,25241.9400
2018-07-25,25414.1000
2018-07-26,25527.0700
2018-07-27,25451.0600
2018-07-30,25306.8300
2018-07-31,25415.1900
2018-08-01,25333.8200
2018-08-02,25326.1600
2018-08-03,25462.5800
2018-08-06,25502.1800
2018-08-07,25628.9100
2018-08-08,25583.7500
2018-08-09,25509.2300
2018-08-10,25313.1400
2018-08-13,25187.7000
2018-08-14,25299.9200
2018-08-15,25162.4100
2018-08-16,25558.7300
2018-08-17,25669.3200
2018-08-20,25758.6900
2018-08-21,25822.2900
2018-08-22,25733.6000
2018-08-23,25656.9800
2018-08-24,25790.3500
2018-08-27,26049.6400
2018-08-28,26064.0200
2018-08-29,26124.5700
2018-08-30,25986.9200
2018-08-31,25964.8200
2018-09-04,25952.4800
2018-09-05,25974.9900
2018-09-06,25995.8700
2018-09-07,25916.5400
2018-09-10,25857.0700
2018-09-11,25971.0600
2018-09-12,25998.9200
2018-09-13,26145.9900
2018-09-14,26154.6700
2018-09-17,26062.1200
2018-09-18,26246.9600
2018-09-19,26405.7600
2018-09-20,26656.9800
2018-09-21,26743.5000
2018-09-24,26562.0500
2018-09-25,26492.2100
2018-09-26,26385.2800
2018-09-27,26439.9300
2018-09-28,26458.3100
2018-10-01,26651.2100
2018-10-02,26773.9400
2018-10-03,26828.3900
2018-10-04,26627.4800
2018-10-05,26447.0500
2018-10-09,26430.5700
2018-10-10,25598.7400
2018-10-11,25052.8300
2018-10-12,25339.9900
2018-10-15,25250.5500
2018-10-16,25798.4200
2018-10-17,25706.6800
2018-10-18,25379.4500
2018-10-19,25444.3400
2018-10-22,25317.4100
2018-10-23,25191.4300
2018-10-24,24583.4200
2018-10-25,24984.5500
2018-10-26,24688.3100
2018-10-29,24442.9200
2018-10-30,24874.6400
